tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
240,53:29.2,57:29.7,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,3435,Grand St & Elizabeth St,40.718822,-73.99596,39311,Subscriber,1988,2
941,36:33.0,52:14.4,3486,Schermerhorn St & Bond St,40.68841743,-73.98451656,3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,39746,Subscriber,1987,2
149,21:49.4,24:18.7,501,FDR Drive & E 35 St,40.744219,-73.97121214,518,E 39 St & 2 Ave,40.74780373,-73.9734419,27672,Subscriber,1991,1
898,20:12.5,35:10.7,3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,3593,31 St & Broadway,40.761584,-73.925921,28040,Subscriber,1957,1
204,02:10.6,05:35.3,3569,Franklin Ave & St Marks Ave,40.6758324,-73.9561677,3584,Eastern Pkwy & Franklin Ave,40.6707767,-73.9576801,38575,Subscriber,1988,1
761,37:01.4,49:43.1,532,S 5 Pl & S 5 St,40.710451,-73.960876,3453,Devoe St & Lorimer St,40.71335226,-73.94910336,20812,Customer,1993,2
1131,29:10.4,48:02.3,351,Front St & Maiden Ln,40.70530954,-74.00612572,401,Allen St & Rivington St,40.72019576,-73.98997825,19881,Subscriber,1987,1
533,07:11.0,16:04.9,497,E 17 St & Broadway,40.73704984,-73.99009296,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,39681,Subscriber,1993,1
213,06:10.1,09:44.1,3145,E 84 St & Park Ave,40.77862688,-73.95772073,3154,E 77 St & 3 Ave,40.77314236,-73.95856158,29909,Subscriber,1999,1
867,32:22.1,46:49.5,2003,1 Ave & E 18 St,40.73381219,-73.98054421,257,Lispenard St & Broadway,40.71939226,-74.00247214,27632,Subscriber,1984,1
872,31:19.9,45:52.6,3615,44 Dr & 21 St,40.748,-73.9460927,3108,Nassau Ave & Russell St,40.72557,-73.94434,38196,Subscriber,1990,1
437,12:16.0,19:33.5,500,Broadway & W 51 St,40.76228826,-73.98336183,72,W 52 St & 11 Ave,40.76727216,-73.99392888,39540,Subscriber,1992,1
430,20:07.1,27:18.0,3756,White St & Moore St,40.704508,-73.9351,3778,Irving Ave & DeKalb Ave,40.7027,-73.92095,38380,Subscriber,1996,1
392,15:45.3,22:17.5,3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,72,W 52 St & 11 Ave,40.76727216,-73.99392888,16231,Subscriber,1970,1
1305,27:37.2,49:22.9,291,Madison St & Montgomery St,40.713126,-73.984844,3435,Grand St & Elizabeth St,40.718822,-73.99596,20818,Customer,1980,2
1220,39:47.9,00:08.6,3557,40 Ave & 9 St,40.75742,-73.945133,3595,35 St & Broadway,40.760339,-73.9222427,30123,Customer,1981,1
437,41:54.5,49:11.9,492,W 33 St & 7 Ave,40.75019995,-73.99093085,484,W 44 St & 5 Ave,40.75500254,-73.98014437,32709,Subscriber,1978,1
1997,20:01.0,53:18.8,427,Bus Slip & State St,40.701907,-74.013942,490,8 Ave & W 33 St,40.751551,-73.993934,38283,Subscriber,1981,1
1491,14:13.0,39:04.1,3539,W 116 St & Amsterdam Ave,40.8067581,-73.9607082,484,W 44 St & 5 Ave,40.75500254,-73.98014437,39491,Subscriber,1982,2
480,45:07.2,53:07.7,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,461,E 20 St & 2 Ave,40.73587678,-73.98205027,20069,Subscriber,1984,2
296,48:05.1,53:01.7,3140,1 Ave & E 78 St,40.77140426,-73.9535166,3288,E 88 St & 1 Ave,40.778301,-73.9488134,31239,Subscriber,1981,1
354,54:17.7,00:12.2,258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,32644,Subscriber,1962,1
200,25:00.2,28:20.6,242,Carlton Ave & Flushing Ave,40.697787,-73.973736,313,Washington Ave & Park Ave,40.69610226,-73.96751037,32853,Subscriber,1989,1
534,14:11.3,23:06.3,3375,3 Ave & E 72 St,40.7699426,-73.96060712,2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,17308,Subscriber,1994,1
2508,29:34.3,11:22.6,296,Division St & Bowery,40.71413089,-73.9970468,3562,Classon Ave & St Marks Ave,40.6765198,-73.9596082,20055,Subscriber,1979,2
1425,16:28.7,40:13.9,3782,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,401,Allen St & Rivington St,40.72019576,-73.98997825,31321,Customer,1980,1
1296,47:47.5,09:23.9,3168,Central Park West & W 85 St,40.78472675,-73.96961715,3134,3 Ave & E 62 St,40.76312584,-73.96526895,38506,Customer,1992,1
617,21:45.9,32:02.9,229,Great Jones St,40.72743423,-73.99379025,238,Bank St & Washington St,40.7361967,-74.00859207,39496,Subscriber,1992,1
546,16:50.2,25:56.3,3318,2 Ave & E 96 St,40.7839636,-73.9471673,3725,2 Ave & E 72 St,40.76876203,-73.95840794,32375,Subscriber,1976,1
1107,58:54.7,17:22.4,415,Pearl St & Hanover Square,40.7047177,-74.00926027,295,Pike St & E Broadway,40.71406667,-73.99293911,25605,Subscriber,1980,2
1552,17:05.1,42:57.2,388,W 26 St & 10 Ave,40.74971775,-74.00295035,308,St James Pl & Oliver St,40.71307916,-73.99851193,33889,Subscriber,1984,1
267,38:07.1,42:34.6,3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,3159,W 67 St & Broadway,40.77492513,-73.98266566,17946,Subscriber,1988,1
1191,52:41.4,12:32.5,392,Jay St & Tech Pl,40.695065,-73.987167,3781,Greene Av & Myrtle Av,40.698568,-73.918877,39010,Subscriber,1983,1
1823,43:00.2,13:23.7,3255,8 Ave & W 31 St,40.75058535,-73.99468482,3301,Columbus Ave & W 95 St,40.7919557,-73.968087,30524,Subscriber,1973,2
927,38:49.0,54:16.9,398,Atlantic Ave & Furman St,40.69165183,-73.9999786,3348,Coffey St & Conover St,40.677236,-74.015665,33863,Customer,1969,0
557,31:19.6,40:37.3,3709,W 15 St & 6 Ave,40.73804614,-73.99642959,2003,1 Ave & E 18 St,40.73381219,-73.98054421,29085,Subscriber,1977,1
596,16:16.4,26:12.6,3708,W 13 St & 5 Ave,40.735445,-73.99431,3746,6 Ave & Broome St,40.72430832,-74.00473036,34173,Subscriber,1971,1
2120,15:02.1,50:22.2,229,Great Jones St,40.72743423,-73.99379025,505,6 Ave & W 33 St,40.74901271,-73.98848395,27965,Subscriber,1971,1
668,23:18.4,34:26.4,515,W 43 St & 10 Ave,40.76009437,-73.99461843,499,Broadway & W 60 St,40.76915505,-73.98191841,17067,Subscriber,1985,2
1160,35:41.8,55:02.7,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,532,S 5 Pl & S 5 St,40.710451,-73.960876,31178,Subscriber,1991,1
398,45:42.3,52:21.2,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,317,E 6 St & Avenue B,40.72453734,-73.98185424,34075,Subscriber,1989,1
308,15:32.9,20:41.2,495,W 47 St & 10 Ave,40.76269882,-73.99301222,173,Broadway & W 49 St,40.76068327,-73.98452729,32118,Subscriber,1961,1
483,05:23.8,13:27.2,3408,Congress St & Clinton St,40.6881529,-73.99520919,3373,3 St & 3 Ave,40.6750705,-73.98775226,19922,Subscriber,1985,1
549,46:08.1,55:17.2,480,W 53 St & 10 Ave,40.76669671,-73.99061728,3680,E 43 St & 5 Ave,40.75412081,-73.98025185,26029,Subscriber,1987,1
509,46:20.7,54:50.3,3697,W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,495,W 47 St & 10 Ave,40.76269882,-73.99301222,28187,Subscriber,1968,1
1040,52:22.6,09:43.4,3691,28 Ave & 44 St,40.76408932,-73.91065121,3524,19 St & 24 Ave,40.7774552,-73.9225403,14563,Customer,1983,2
378,11:48.9,18:07.7,467,Dean St & 4 Ave,40.68312489,-73.97895137,3361,Carroll St & 6 Ave,40.6740886,-73.9787282,34200,Subscriber,1989,1
843,48:26.0,02:29.9,3310,14 St & 7 Ave,40.663779,-73.98396846,3396,Clinton St & 4 Place,40.6783563,-74.00014502,29410,Subscriber,1984,2
3873,18:45.6,23:19.5,3282,5 Ave & E 88 St,40.78307,-73.95939,3282,5 Ave & E 88 St,40.78307,-73.95939,28525,Customer,1969,0
1320,20:14.9,42:15.2,3435,Grand St & Elizabeth St,40.718822,-73.99596,3674,Jay St & York St,40.70140317,-73.9867267,21715,Subscriber,1990,1
313,34:32.1,39:45.2,303,Mercer St & Spring St,40.72362738,-73.99949601,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,38156,Subscriber,1985,1
323,57:22.2,02:45.7,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,530,11 Ave & W 59 St,40.77149671,-73.99046034,39486,Subscriber,1986,1
542,30:37.0,39:39.0,3165,Central Park West & W 72 St,40.77579377,-73.97620574,281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,15740,Subscriber,1987,1
922,22:56.2,38:18.4,402,Broadway & E 22 St,40.7403432,-73.98955109,257,Lispenard St & Broadway,40.71939226,-74.00247214,20223,Subscriber,1986,1
1742,22:48.7,51:51.3,3423,West Drive & Prospect Park West,40.66106337,-73.97945255,3300,Prospect Park West & 8 St,40.66514682,-73.97637606,26478,Customer,1969,0
1417,57:20.5,20:58.0,461,E 20 St & 2 Ave,40.73587678,-73.98205027,350,Clinton St & Grand St,40.71559509,-73.9870295,38758,Subscriber,1967,2
991,26:52.1,43:23.8,473,Rivington St & Chrystie St,40.72110063,-73.9919254,2009,Catherine St & Monroe St,40.71117444,-73.99682619,33528,Subscriber,1979,1
583,48:16.3,57:59.5,447,8 Ave & W 52 St,40.76370739,-73.9851615,478,11 Ave & W 41 St,40.76030096,-73.99884222,15258,Subscriber,1989,1
96,41:33.6,43:10.0,536,1 Ave & E 30 St,40.74144387,-73.97536082,3687,E 33 St & 1 Ave,40.74322681,-73.97449784,20090,Subscriber,1960,2
3888,21:58.9,26:47.5,3182,Yankee Ferry Terminal,40.686931,-74.016966,3254,Soissons Landing,40.69231661,-74.01486576,38064,Customer,1987,1
1300,20:35.6,42:15.6,422,W 59 St & 10 Ave,40.770513,-73.988038,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,35303,Subscriber,1985,1
221,54:17.1,57:58.8,519,Pershing Square North,40.751873,-73.977706,526,E 33 St & 5 Ave,40.74765947,-73.98490707,33617,Subscriber,1964,1
1951,49:58.4,22:29.9,128,MacDougal St & Prince St,40.72710258,-74.00297088,128,MacDougal St & Prince St,40.72710258,-74.00297088,29040,Customer,1969,0
1718,49:09.4,17:48.1,501,FDR Drive & E 35 St,40.744219,-73.97121214,82,St James Pl & Pearl St,40.71117416,-74.00016545,33790,Customer,1998,2
388,43:03.7,49:31.9,3164,Columbus Ave & W 72 St,40.7770575,-73.97898475,450,W 49 St & 8 Ave,40.76227205,-73.98788205,24979,Subscriber,1979,1
465,13:11.1,20:56.5,3260,Mercer St & Bleecker St,40.72706363,-73.99662137,393,E 5 St & Avenue C,40.72299208,-73.97995466,38850,Subscriber,1988,1
427,42:44.7,49:52.4,3496,1 Ave & E 110 St,40.7923272,-73.9383,3507,Park Ave & E 124 St,40.8045555,-73.9396861,14529,Subscriber,1993,1
1300,41:52.2,03:33.0,3151,E 81 St & York Ave,40.7728384,-73.94989233,3680,E 43 St & 5 Ave,40.75412081,-73.98025185,28111,Subscriber,1979,2
356,40:41.6,46:38.4,461,E 20 St & 2 Ave,40.73587678,-73.98205027,236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,18924,Subscriber,1970,2
632,18:50.9,29:23.3,369,Washington Pl & 6 Ave,40.73224119,-74.00026394,474,5 Ave & E 29 St,40.7451677,-73.98683077,15837,Subscriber,1992,1
249,28:04.0,32:13.5,3161,W 76 St & Columbus Ave,40.78018397,-73.97728533,3171,Amsterdam Ave & W 82 St,40.78524672,-73.97667321,17029,Customer,1988,1
1885,55:16.4,26:41.8,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,439,E 4 St & 2 Ave,40.7262807,-73.98978041,19542,Customer,1970,2
689,57:59.0,09:28.1,3605,31 Ave & Crescent St,40.7658346,-73.9265474,3514,Astoria Park S & Shore Blvd,40.7767,-73.927631,18272,Subscriber,1979,1
490,45:22.3,53:33.2,3443,W 52 St & 6 Ave,40.76132983,-73.97982001,3158,W 63 St & Broadway,40.77163851,-73.98261428,14863,Subscriber,1964,1
779,00:51.3,13:51.2,3002,South End Ave & Liberty St,40.711512,-74.015756,337,Old Slip & Front St,40.7037992,-74.00838676,39599,Subscriber,1979,2
555,49:01.3,58:17.1,497,E 17 St & Broadway,40.73704984,-73.99009296,3427,Lafayette St & Jersey St,40.72430527,-73.99600983,38387,Subscriber,1961,1
2004,08:37.2,42:02.1,3783,Cliff St & Fulton St,40.70838,-74.00495,321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,19821,Customer,1969,0
1567,04:11.9,30:19.8,224,Spruce St & Nassau St,40.71146364,-74.00552427,2003,1 Ave & E 18 St,40.73381219,-73.98054421,15974,Customer,1988,2
1083,04:26.5,22:30.0,3163,Central Park West & W 68 St,40.7734066,-73.97782542,3350,W 100 St & Broadway,40.7973721,-73.97041192,34357,Subscriber,1987,2
201,44:40.3,48:01.8,3290,E 89 St & York Ave,40.7779453,-73.946041,3369,E 82 St & East End Ave,40.7724607,-73.9468208,20097,Subscriber,1962,1
265,12:59.8,17:25.6,312,Allen St & Stanton St,40.722055,-73.989111,393,E 5 St & Avenue C,40.72299208,-73.97995466,31199,Subscriber,1995,1
483,47:15.6,55:19.2,305,E 58 St & 3 Ave,40.76095756,-73.96724467,499,Broadway & W 60 St,40.76915505,-73.98191841,31621,Subscriber,1978,1
1239,01:50.3,22:29.9,504,1 Ave & E 16 St,40.73221853,-73.98165557,268,Howard St & Centre St,40.71910537,-73.99973337,17164,Subscriber,1970,1
1457,49:15.5,13:32.5,320,Leonard St & Church St,40.717571,-74.005549,304,Broadway & Battery Pl,40.70463334,-74.01361706,21140,Customer,1969,0
582,22:21.6,32:04.2,241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,3339,Berkeley Pl & 6 Ave,40.6765304,-73.97846879,33128,Subscriber,1993,2
358,52:36.4,58:34.7,445,E 10 St & Avenue A,40.72740794,-73.98142006,285,Broadway & E 14 St,40.73454567,-73.99074142,32401,Subscriber,1995,1
351,06:16.4,12:08.0,493,W 45 St & 6 Ave,40.7568001,-73.98291153,359,E 47 St & Park Ave,40.75510267,-73.97498696,39060,Subscriber,1984,1
834,10:48.8,24:43.8,3337,Dwight St & Van Dyke St,40.67363551,-74.01195556,3329,Degraw St & Smith St,40.6829151,-73.99318208,38212,Subscriber,1993,1
1596,14:21.6,40:58.5,217,Old Fulton St,40.70277159,-73.99383605,3394,Columbia St & W 9 St,40.6769993,-74.00647134,26930,Subscriber,1980,1
903,07:56.5,22:59.9,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,482,W 15 St & 7 Ave,40.73935542,-73.99931783,38207,Subscriber,1990,1
1231,37:20.9,57:52.1,3256,Pier 40 - Hudson River Park,40.72771408,-74.01129574,212,W 16 St & The High Line,40.74334935,-74.00681753,38072,Customer,1992,1
111,56:32.4,58:23.8,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3095,Graham Ave & Herbert St,40.71929301,-73.94500379,29779,Subscriber,1986,1
479,22:44.0,30:43.9,505,6 Ave & W 33 St,40.74901271,-73.98848395,517,Pershing Square South,40.751581,-73.97791,39274,Subscriber,1974,2
132,10:53.3,13:05.5,3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,275,Washington Ave & Greene Ave,40.68650065,-73.96563307,34820,Subscriber,1954,1
871,25:20.8,39:52.7,3711,E 13 St & Avenue A,40.72966729,-73.98067966,368,Carmine St & 6 Ave,40.73038599,-74.00214988,15593,Subscriber,1987,1
3190,24:56.8,18:07.3,3553,Frederick Douglass Blvd & W 112 St,40.801694,-73.957145,3379,E 103 St & Lexington Ave,40.7903051,-73.94755757,31562,Customer,1989,1
153,36:33.2,39:06.6,3173,Riverside Blvd & W 67 St,40.77750703,-73.98888588,3166,Riverside Dr & W 72 St,40.78057799,-73.98562431,39293,Subscriber,1965,1
1033,17:26.8,34:40.1,415,Pearl St & Hanover Square,40.7047177,-74.00926027,326,E 11 St & 1 Ave,40.72953837,-73.98426726,30124,Subscriber,1990,1
269,44:55.3,49:24.5,280,E 10 St & 5 Ave,40.73331967,-73.99510132,229,Great Jones St,40.72743423,-73.99379025,38310,Subscriber,1967,2
1685,01:37.3,29:42.5,492,W 33 St & 7 Ave,40.75019995,-73.99093085,455,1 Ave & E 44 St,40.75001986,-73.96905301,39856,Customer,1969,0
570,47:15.9,56:46.8,467,Dean St & 4 Ave,40.68312489,-73.97895137,3242,Schermerhorn St & Court St,40.69102926,-73.99183363,17852,Subscriber,1969,2
635,12:08.6,22:44.2,477,W 41 St & 8 Ave,40.75640548,-73.9900262,402,Broadway & E 22 St,40.7403432,-73.98955109,39770,Subscriber,1985,2
594,15:10.1,25:04.2,458,11 Ave & W 27 St,40.751396,-74.005226,358,Christopher St & Greenwich St,40.73291553,-74.00711384,17086,Subscriber,1989,1
655,32:29.9,43:25.4,3712,W 35 St & Dyer Ave,40.75469175,-73.99740189,474,5 Ave & E 29 St,40.7451677,-73.98683077,17265,Customer,1993,2
731,41:45.5,53:57.4,340,Madison St & Clinton St,40.71269042,-73.98776323,339,Avenue D & E 12 St,40.72580614,-73.97422494,35325,Subscriber,1979,1
415,42:35.6,49:31.2,330,Reade St & Broadway,40.71450451,-74.00562789,151,Cleveland Pl & Spring St,40.72210379,-73.99724901,16658,Subscriber,1988,1
756,50:32.8,03:09.4,342,Columbia St & Rivington St,40.71739973,-73.98016555,3435,Grand St & Elizabeth St,40.718822,-73.99596,34956,Subscriber,1951,1
736,43:03.8,55:20.6,146,Hudson St & Reade St,40.71625008,-74.0091059,127,Barrow St & Hudson St,40.73172428,-74.00674436,39337,Subscriber,1984,1
957,15:27.1,31:24.7,3746,6 Ave & Broome St,40.72430832,-74.00473036,401,Allen St & Rivington St,40.72019576,-73.98997825,15815,Subscriber,1989,2
884,17:33.6,32:18.1,3472,W 15 St & 10 Ave,40.74275383,-74.00747359,229,Great Jones St,40.72743423,-73.99379025,16831,Subscriber,1987,2
1047,03:05.1,20:32.5,497,E 17 St & Broadway,40.73704984,-73.99009296,477,W 41 St & 8 Ave,40.75640548,-73.9900262,21497,Subscriber,1973,2
801,18:06.3,31:27.5,355,Bayard St & Baxter St,40.71602118,-73.99974372,247,Perry St & Bleecker St,40.73535398,-74.00483091,38487,Subscriber,1968,2
290,28:33.7,33:24.4,494,W 26 St & 8 Ave,40.74734825,-73.99723551,489,10 Ave & W 28 St,40.75066386,-74.00176802,28544,Subscriber,1989,1
1205,27:55.9,48:01.9,390,Duffield St & Willoughby St,40.69221589,-73.9842844,363,West Thames St,40.70834698,-74.01713445,38092,Subscriber,1993,0
3136,28:50.5,21:06.9,3664,North Moore St & Greenwich St,40.72019521,-74.01030064,3746,6 Ave & Broome St,40.72430832,-74.00473036,32969,Subscriber,1966,1
381,19:58.2,26:19.4,403,E 2 St & 2 Ave,40.72502876,-73.99069656,349,Rivington St & Ridge St,40.71850211,-73.98329859,30720,Subscriber,1992,2
1918,57:19.3,29:17.5,3708,W 13 St & 5 Ave,40.735445,-73.99431,474,5 Ave & E 29 St,40.7451677,-73.98683077,38548,Subscriber,1962,1
717,53:50.3,05:47.6,174,E 25 St & 1 Ave,40.7381765,-73.97738662,494,W 26 St & 8 Ave,40.74734825,-73.99723551,38907,Subscriber,1974,2
691,11:40.7,23:11.8,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,389,Broadway & Berry St,40.71044554,-73.96525063,33085,Subscriber,1977,1
2071,48:31.4,23:02.4,143,Clinton St & Joralemon St,40.69239502,-73.99337909,167,E 39 St & 3 Ave,40.7489006,-73.97604882,29719,Subscriber,1982,2
1189,04:58.4,24:47.6,467,Dean St & 4 Ave,40.68312489,-73.97895137,3054,Greene Ave & Throop Ave,40.6894932,-73.942061,26388,Subscriber,1993,1
1581,37:39.9,04:01.5,501,FDR Drive & E 35 St,40.744219,-73.97121214,266,Avenue D & E 8 St,40.72368361,-73.97574813,38426,Customer,1997,2
457,36:10.5,43:48.2,3295,Central Park W & W 96 St,40.79127,-73.964839,3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,19483,Subscriber,1960,2
637,27:28.9,38:05.9,257,Lispenard St & Broadway,40.71939226,-74.00247214,410,Suffolk St & Stanton St,40.72066442,-73.98517977,39200,Subscriber,1979,1
706,26:20.8,38:07.4,505,6 Ave & W 33 St,40.74901271,-73.98848395,382,University Pl & E 14 St,40.73492695,-73.99200509,29317,Customer,1990,1
2739,08:23.9,54:03.0,532,S 5 Pl & S 5 St,40.710451,-73.960876,532,S 5 Pl & S 5 St,40.710451,-73.960876,14611,Customer,1962,2
689,20:57.1,32:26.2,3707,Lexington Ave & E 26 St,40.741459,-73.983293,517,Pershing Square South,40.751581,-73.97791,25604,Subscriber,1987,1
431,07:38.9,14:50.1,3232,Bond St & Fulton St,40.68962189,-73.98304269,399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,33393,Subscriber,1964,1
519,28:33.8,37:12.9,3263,Cooper Square & Astor Pl,40.72951496,-73.9907527,536,1 Ave & E 30 St,40.74144387,-73.97536082,38256,Subscriber,1986,1
934,40:37.5,56:12.2,3351,E 102 St & 1 Ave,40.7869946,-73.94164802,3747,E 84 St & 3 Ave,40.77755374,-73.9551276,26503,Subscriber,1991,2
879,10:33.7,25:12.9,3540,Morningside Ave & W 123 St,40.81,-73.9551508,3387,E 106 St & Madison Ave,40.7934337,-73.94945003,31443,Customer,1995,1
1717,12:11.7,40:49.4,442,W 27 St & 7 Ave,40.746647,-73.993915,459,W 20 St & 11 Ave,40.746745,-74.007756,30012,Subscriber,1985,1
1366,43:10.3,05:56.5,478,11 Ave & W 41 St,40.76030096,-73.99884222,327,Vesey Pl & River Terrace,40.7153379,-74.01658354,18256,Subscriber,1979,1
422,31:31.9,38:34.9,3526,31 St & 23 Ave,40.7747878,-73.9125551,3515,24 Ave & 26 St,40.774591,-73.918544,17545,Subscriber,1987,2
502,44:08.2,52:31.0,540,Lexington Ave & E 29 St,40.74311555,-73.98215353,518,E 39 St & 2 Ave,40.74780373,-73.9734419,27148,Customer,1981,2
1368,51:31.8,14:20.0,435,W 21 St & 6 Ave,40.74173969,-73.99415556,3285,W 87 St & Amsterdam Ave,40.78839,-73.9747,26442,Subscriber,1988,2
511,47:09.4,55:40.9,489,10 Ave & W 28 St,40.75066386,-74.00176802,168,W 18 St & 6 Ave,40.73971301,-73.99456405,28435,Subscriber,1989,1
1736,11:10.5,40:07.4,3724,7 Ave & Central Park South,40.76674056,-73.97906899,3137,5 Ave & E 73 St,40.77282817,-73.96685276,16764,Customer,1999,2
265,02:36.2,07:01.3,453,W 22 St & 8 Ave,40.74475148,-73.99915362,490,8 Ave & W 33 St,40.751551,-73.993934,14866,Subscriber,1988,2
1184,49:29.0,09:13.6,473,Rivington St & Chrystie St,40.72110063,-73.9919254,501,FDR Drive & E 35 St,40.744219,-73.97121214,25253,Customer,1969,0
972,15:57.9,32:10.6,3166,Riverside Dr & W 72 St,40.78057799,-73.98562431,3747,E 84 St & 3 Ave,40.77755374,-73.9551276,25130,Subscriber,1956,1
134,53:31.1,55:45.7,3078,Broadway & Roebling St,40.70924826,-73.96063149,389,Broadway & Berry St,40.71044554,-73.96525063,38110,Subscriber,1970,1
563,37:05.5,46:28.7,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,3131,E 68 St & 3 Ave,40.7671284,-73.96224618,16533,Subscriber,1983,1
682,45:46.1,57:08.6,3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,3726,Center Blvd & 51 Ave,40.74336608,-73.95960689,30751,Subscriber,1986,1
1300,42:49.2,04:29.2,3140,1 Ave & E 78 St,40.77140426,-73.9535166,507,E 25 St & 2 Ave,40.73912601,-73.97973776,30068,Subscriber,1976,1
1563,56:45.7,22:48.9,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,3374,Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,39830,Customer,1969,0
631,23:33.4,34:05.0,3359,E 68 St & Madison Ave,40.7691572,-73.96703464,441,E 52 St & 2 Ave,40.756014,-73.967416,35310,Subscriber,1988,1
555,13:08.3,22:23.8,472,E 32 St & Park Ave,40.7457121,-73.98194829,440,E 45 St & 3 Ave,40.75255434,-73.97282625,16477,Customer,1979,1
344,56:16.8,02:01.4,3092,Berry St & N 8 St,40.7190095,-73.95852515,3105,N 15 St & Wythe Ave,40.724055,-73.955736,20964,Subscriber,1994,1
377,54:15.6,00:33.4,3106,Driggs Ave & N Henry St,40.72325,-73.94308,3086,Graham Ave & Conselyea St,40.715143,-73.944507,18642,Subscriber,1986,2
278,32:15.3,36:53.9,487,E 20 St & FDR Drive,40.73314259,-73.97573881,174,E 25 St & 1 Ave,40.7381765,-73.97738662,33358,Subscriber,1992,1
215,51:11.5,54:47.3,249,Harrison St & Hudson St,40.71870987,-74.0090009,257,Lispenard St & Broadway,40.71939226,-74.00247214,28745,Subscriber,1981,1
233,48:50.8,52:44.3,484,W 44 St & 5 Ave,40.75500254,-73.98014437,529,W 42 St & 8 Ave,40.7575699,-73.99098507,33974,Subscriber,1995,1
450,10:06.2,17:37.2,3782,Brooklyn Bridge Park - Pier 2,40.698458,-73.997178,3422,Columbia St & Degraw St,40.6859296,-74.00242364,25299,Customer,1994,2
624,16:24.4,26:49.2,251,Mott St & Prince St,40.72317958,-73.99480012,247,Perry St & Bleecker St,40.73535398,-74.00483091,21200,Subscriber,1985,1
1291,32:12.8,53:44.5,3094,Graham Ave & Withers St,40.7169811,-73.94485918,3760,Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,27980,Subscriber,1990,1
297,12:24.0,17:21.8,2009,Catherine St & Monroe St,40.71117444,-73.99682619,412,Forsyth St & Canal St,40.7158155,-73.99422366,20154,Customer,1996,1
1263,23:13.0,44:16.5,3330,Henry St & Bay St,40.6725058,-74.00494695,3340,Wolcott St & Dwight St,40.6753274,-74.0100698,39424,Customer,1969,0
460,18:14.4,25:55.4,465,Broadway & W 41 St,40.75513557,-73.98658032,446,W 24 St & 7 Ave,40.74487634,-73.99529885,28994,Subscriber,1998,1
318,26:48.7,32:07.5,335,Washington Pl & Broadway,40.72903917,-73.99404649,254,W 11 St & 6 Ave,40.73532427,-73.99800419,38191,Subscriber,1968,1
534,14:44.4,23:38.5,285,Broadway & E 14 St,40.73454567,-73.99074142,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,35173,Subscriber,1967,1
460,25:12.9,32:53.7,3699,W 50 St & 9 Ave,40.76360468,-73.98917958,525,W 34 St & 11 Ave,40.75594159,-74.0021163,38526,Subscriber,1969,1
242,13:55.1,17:57.7,3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,437,Macon St & Nostrand Ave,40.68098339,-73.95004798,34923,Subscriber,1993,1
761,58:16.8,10:58.0,3711,E 13 St & Avenue A,40.72966729,-73.98067966,435,W 21 St & 6 Ave,40.74173969,-73.99415556,39771,Subscriber,1890,2
751,55:20.8,07:52.4,478,11 Ave & W 41 St,40.76030096,-73.99884222,522,E 51 St & Lexington Ave,40.75714758,-73.97207836,28418,Subscriber,1971,1
871,55:46.6,10:18.3,3226,W 82 St & Central Park West,40.78275,-73.97137,2006,Central Park S & 6 Ave,40.76590936,-73.97634151,15487,Subscriber,1973,1
1406,33:17.9,56:44.6,3254,Soissons Landing,40.69231661,-74.01486576,3479,Picnic Point,40.6851256,-74.02535319,26471,Customer,1969,0
